小韻號,韻部原貌,最簡描述,反切覈校前,反切,字頭覈校前,字頭,釋義,釋義補充,圖片id
990,尤,以尤平,以周,,𠧴,,氣行皃或作逌,,下平37左
990,尤,以尤平,以周,,𢋅,,歋𢋅以手相弄,,下平37左
990,尤,以尤平,以周,,冘,,冘豫不定,,下平37左
990,尤,以尤平,以周,,𨙂,,行也,,下平37左
990,尤,以尤平,以周,,輶,,輶車又易受移授二切,,下平37左
990,尤,以尤平,以周,,蘨,,草盛也,,下平37左
990,尤,以尤平,以周,,秞,,禾盛皃,,下平37左
990,尤,以尤平,以周,,蚰,,蚰蜒,,下平37左
990,尤,以尤平,以周,,蝣,,蜉蝣朝生夕死,,下平37左
990,尤,以尤平,以周,,櫾,,木名出崐崘山,,下平37左
990,尤,以尤平,以周,,楢,,積也又音酉,,下平37左
990,尤,以尤平,以周,,𦳷,,水草一名軒于,,下平37左
990,尤,以尤平,以周,,斿,,旌旗之末垂者,,下平37左
990,尤,以尤平,以周,,游,,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,,下平37左
990,尤,以尤平,以周,,遊,,上同,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,下平37左
990,尤,以尤平,以周,,𨒰,,古文,浮也放也又姓出馮翊廣平前燕慕容廆以廣平游邃爲股肱,下平37左
990,尤,以尤平,以周,,卣,,中樽樽有三品上曰彝中曰卣下曰罍,,下平37左
990,尤,以尤平,以周,,䚻,,從也,,下平38右
990,尤,以尤平,以周,,鮋,,鮂鮋小魚,,下平38右
990,尤,以尤平,以周,,䱔,鯈,上同,鮂鮋小魚,下平38右
990,尤,以尤平,以周,,抌,,抒臼出周禮,,下平38右
990,尤,以尤平,以周,,揄,,上同又音俞,抒臼出周禮,下平38右
990,尤,以尤平,以周,,舀,,上同又以沼切,上同又音俞,下平38右
990,尤,以尤平,以周,,偤,,侍也出文字辨疑,,下平38右
990,尤,以尤平,以周,,䍃,,瓦器,,下平38右
990,尤,以尤平,以周,,𤪎,,遺玉又弋九切,,下平38右
990,尤,以尤平,以周,,邮,,亭名在高陵,,下平38右
990,尤,以尤平,以周,,繇,,猶也,,下平38右
990,尤,以尤平,以周,,㳛,,皁也,,下平38右
990,尤,以尤平,以周,,㾞,,病也又息惡𠟼,,下平38右
990,尤,以尤平,以周,,囮,,鳥媒,,下平38右
990,尤,以尤平,以周,,㘥,,上同,鳥媒,下平38右
990,尤,以尤平,以周,,庮,,久屋木周禮曰牛夜鳴則庮鄭司農云庮朽木臭也又弋久切,,下平38右
990,尤,以尤平,以周,,甹,㕀,空也說文云木生條也引書云若顛木之有㕀枿又胡感切,,下平38右
990,尤,以尤平,以周,,𣔴,,上同,空也說文云木生條也引書云若顛木之有㕀枿又胡感切,下平38右
990,尤,以尤平,以周,,𧡹,,下視深也,,下平38右
990,尤,以尤平,以周,,𦵵,,說文草也,,下平38右
991,尤,疑尤平,語求,,牛,,大牲也世本曰黃帝臣胲作服牛史記曰紂倒曳九牛又姓出隴西本自殷周封微子於宋其裔司寇牛父帥師敗狄長丘死之子孫以王父字爲氏風俗通云漢有牛崇爲隴西主簿馬文淵爲太守羊喜爲功曹涼部云三牲備具語求切一,,下平38右
992,尤,精尤平,即由,,遒,,盡也即由切又自秋切十一,,下平38右
992,尤,精尤平,即由,,鮂,,烏化爲魚頂上有細骨如禽毛,,下平38右
992,尤,精尤平,即由,,䎿,,耳鳴聲,,下平38右
992,尤,精尤平,即由,,蝤,,蝤蛑似蟹而大生海邊也又自秋切,,下平38右
992,尤,精尤平,即由,,啾,,啾唧小聲,,下平38右
992,尤,精尤平,即由,,逎,,縣名在燕又迫也促也,,下平38右
992,尤,精尤平,即由,,𩭓,,接髮,,下平38右
992,尤,精尤平,即由,,揂,,聚也,,下平38右
992,尤,精尤平,即由,,揫,,束也聚也,,下平38右
992,尤,精尤平,即由,,湫,,水名又子小切,,下平38右
992,尤,精尤平,即由,,𣟼,,聚也又束枲也,,下平38右
993,尤,從尤平,自秋,,酋,,長也說文曰繹酒也禮有大酋掌酒官也自秋切十,,下平38右
993,尤,從尤平,自秋,,㥢,,慠也,,下平38右
993,尤,從尤平,自秋,,遒,,盡也又即由切,,下平38右
993,尤,從尤平,自秋,,䎿,,耳中聲也又即由切,,下平38右
993,尤,從尤平,自秋,,崷,,崷崪山峻皃,,下平38右
993,尤,從尤平,自秋,,鰌,,魚名二月有之,,下平38右
993,尤,從尤平,自秋,,蝤,,蝤蠐蝎也,,下平38右
993,尤,從尤平,自秋,,煪,,煪熮,,下平38右
993,尤,從尤平,自秋,,𧤕,,隿射收繳角也,,下平38右
993,尤,從尤平,自秋,,𦵩,,𦵩液周禮音糟,,下平38右
994,尤,心尤平,息流,,脩,,脯也又長也又姓漢有屯騎校尉脩炳姓苑云今臨川人息流切七,,下平38右
994,尤,心尤平,息流,,修,,理也說文飾也,,下平38右
994,尤,心尤平,息流,,羞,,恥也進也又致滋味爲羞,,下平38右
994,尤,心尤平,息流,,𩛢,,𩛢饙,,下平38右
994,尤,心尤平,息流,,𩝧,,上同,𩛢饙,下平38右
994,尤,心尤平,息流,,䡭,,䡭䡜載喪車,,下平38右
994,尤,心尤平,息流,,樇,,木名,,下平38右
995,尤,徹尤平,丑鳩,,抽,,拔也引也或作紬紬引其端緒也丑鳩切八,,下平38左
995,尤,徹尤平,丑鳩,,𢭆,,上同,拔也引也或作紬紬引其端緒也丑鳩切八,下平38左
995,尤,徹尤平,丑鳩,,㨨,,上同見說文,拔也引也或作紬紬引其端緒也丑鳩切八,下平38左
995,尤,徹尤平,丑鳩,,婤,,好皃又音周,,下平38左
995,尤,徹尤平,丑鳩,,𥈌,,失意視皃,,下平38左
995,尤,徹尤平,丑鳩,,惆,,惆悵,,下平38左
995,尤,徹尤平,丑鳩,,瘳,,病愈,,下平38左
995,尤,徹尤平,丑鳩,,妯,,詩曰憂心且妯妯動也悼也,,下平38左
996,尤,溪尤平,去秋,,恘,𠁫,戾也去秋切三,,下平38左
996,尤,溪尤平,去秋,,惆,,上同,戾也去秋切三,下平38左
996,尤,溪尤平,去秋,,㲃,𣪘,𣪘屈,,下平38左
997,尤,昌尤平,赤周,,犫,,白色牛說文曰牛息聲也又姓風俗通云晉大夫郤犫之後呂氏春秋云陳有惡人焉曰敦洽犫糜狹顙廣額顏色如漆陳侯悅之赤周切二,,下平38左
997,尤,昌尤平,赤周,,犨,,上同,白色牛說文曰牛息聲也又姓風俗通云晉大夫郤犫之後呂氏春秋云陳有惡人焉曰敦洽犫糜狹顙廣額顏色如漆陳侯悅之赤周切二,下平38左
998,尤,章尤平,職流,,周,,周帀也又至也備也徧也密也又姓出汝南廬江尋陽臨川陳留沛國泰山河南等八望本自周平王子別封汝川人謂之周家因氏焉一云赧王爲秦所滅黜爲庶人百姓稱爲周家因而氏焉魏官氏志獻帝次兄普氏後改爲周氏又漢複姓魏初徵士燉煌周生烈晉武帝中經簿云周生姓烈名職流切十,,下平38左
998,尤,章尤平,職流,,州,,州郡周禮曰五黨爲州又姓左傳晉大夫州綽,,下平38左
998,尤,章尤平,職流,,𥺝,,𥹜𥺝米粉餅出字林,,下平38左
998,尤,章尤平,職流,,輖,,重載也,,下平38左
998,尤,章尤平,職流,,洲,,洲渚也爾雅曰水中可居曰洲,,下平38左
998,尤,章尤平,職流,,賙,,贍也,,下平38左
998,尤,章尤平,職流,,喌,,呼雞聲又音祝,,下平38左
998,尤,章尤平,職流,,舟,,舟船墨子曰工倕作舟呂氏春秋曰虞姁作舟世本曰共鼓貨狄作舟二人並黃帝臣又姓左傳晉大夫舟之僑,,下平38左
998,尤,章尤平,職流,,郮,,黃帝後所封國,,下平38左
998,尤,章尤平,職流,,婤,,女字左傳衛襄公有嬖人婤姶又音抽,,下平38左
999,尤,常尤平,市流,,讎,,匹也仇也市流切十,,下平38左
999,尤,常尤平,市流,,𣫐,,懸擊也,,下平38左
999,尤,常尤平,市流,,𣀘,𣀓,上同說文棄也,懸擊也,下平38左
999,尤,常尤平,市流,,鮋,,魚名又直留切,,下平38左
999,尤,常尤平,市流,,酬,,周也報也以財貨曰酬又酬酢,,下平38左
999,尤,常尤平,市流,,醻,,上同說文本作𨢫主人進客也,周也報也以財貨曰酬又酬酢,下平38左
999,尤,常尤平,市流,,詶,,以言荅之又之又切,,下平38左
999,尤,常尤平,市流,,雔,,說文曰雙鳥也又爾雅曰雔由樗繭郭璞云食樗葉俗作㘜,,下平38左
999,尤,常尤平,市流,,魗,,惡也棄也又音醜,,下平38左
999,尤,常尤平,市流,,𨞪,,蜀江原地又音儔,,下平38左
1000,尤,日尤平,耳由,,柔,,順也說文曰木曲直也耳由切十六,,下平38左
1000,尤,日尤平,耳由,,鍒,,鐵之耎也,,下平39右
1000,尤,日尤平,耳由,,㽥,,良田,,下平39右
1000,尤,日尤平,耳由,,騥,,馬青驪也,,下平39右
1000,尤,日尤平,耳由,,蝚,,爾雅云蛭蝚至掌又云蝚蛖螻蛭音質,,下平39右
1000,尤,日尤平,耳由,,蹂,,踐穀又而九切,,下平39右
1000,尤,日尤平,耳由,,葇,,香葇菜,,下平39右
1000,尤,日尤平,耳由,,鞣,,熟皮,,下平39右
1000,尤,日尤平,耳由,,鰇,,魚名,,下平39右
1000,尤,日尤平,耳由,,瑈,,玉名也見聲類,,下平39右
1000,尤,日尤平,耳由,,腬,,肥皃,,下平39右
1000,尤,日尤平,耳由,,鶔,,鶝鶔鳥,,下平39右
1000,尤,日尤平,耳由,,揉,,捻也又順也詩曰揉此萬邦又汝又切,,下平39右
1000,尤,日尤平,耳由,,䰆,,馬之繁鬣,,下平39右
1000,尤,日尤平,耳由,,𨛶,,鄉名,,下平39右
1000,尤,日尤平,耳由,,䐓,,面和,,下平39右
1001,尤,書尤平,式州,,收,,斂也捕也又夏冕名史記曰堯黃收純衣俗作収式州切一,,下平39右
1002,尤,溪尤平,去鳩,,丘,,聚也空也大也又丘陵爾雅非人爲之曰丘郭璞云地自然生說文作丠亦姓出吳興河南二望風俗通曰魯左丘明之後又云齊太公封於營丘支孫以地爲氏代居扶風漢末丘俊持節江淮屬王莽篡位遂留江左居吳興也又漢複姓四十四氏左傳齊有藉丘子鉏梁丘據閭丘嬰莒有著丘公渠丘公後並因邑爲氏晉有虞丘書爲乘馬御祖氏家記有太中大夫東安於丘淵史記有狐丘子林楚有苞丘先生齊桓公至麥丘麥丘人年八十三祝桓公封於麥丘其後氏焉孟子齊有曼丘不擇又有咸丘蒙隱居列仙傳有浮丘公梁州刺史莊丘黑魯莊公庶子食采於瑕丘其後氏焉齊有勇士葘丘訢神仙傳漢有稷丘子又有廩丘充隱居齊魯之閒楚有列威將軍何丘寄楚文王庶子食采於軒丘其後爲氏周宣王支庶食采於謝丘其後爲氏漢有趙人吾丘壽王又有曹丘先生侍御史余丘炳鉅鹿太守莊丘勝以勇力聞安丘望之注老子列仙傳有高邑人商丘子胥藝文志有桑丘公漢有吳人龍丘萇隱居不屈濟北蛇丘惑爲河內太守魏有幽豫二州刺史母丘儉吳有平原陶丘洪晉有雍丘洛以武力聞何氏姓苑云漢有司隷校尉水丘岑古有蔡丘欣喪馬淮陽東海北丘氏又有羌丘常丘崎丘獻丘陽丘逢丘厚丘泥丘等氏又虜複姓二氏後魏獻帝次弟丘敦氏後改爲丘氏丘林氏後改爲林氏去鳩切六,,下平39右
1002,尤,溪尤平,去鳩,,丠,,古文,聚也空也大也又丘陵爾雅非人爲之曰丘郭璞云地自然生說文作丠亦姓出吳興河南二望風俗通曰魯左丘明之後又云齊太公封於營丘支孫以地爲氏代居扶風漢末丘俊持節江淮屬王莽篡位遂留江左居吳興也又漢複姓四十四氏左傳齊有藉丘子鉏梁丘據閭丘嬰莒有著丘公渠丘公後並因邑爲氏晉有虞丘書爲乘馬御祖氏家記有太中大夫東安於丘淵史記有狐丘子林楚有苞丘先生齊桓公至麥丘麥丘人年八十三祝桓公封於麥丘其後氏焉孟子齊有曼丘不擇又有咸丘蒙隱居列仙傳有浮丘公梁州刺史莊丘黑魯莊公庶子食采於瑕丘其後氏焉齊有勇士葘丘訢神仙傳漢有稷丘子又有廩丘充隱居齊魯之閒楚有列威將軍何丘寄楚文王庶子食采於軒丘其後爲氏周宣王支庶食采於謝丘其後爲氏漢有趙人吾丘壽王又有曹丘先生侍御史余丘炳鉅鹿太守莊丘勝以勇力聞安丘望之注老子列仙傳有高邑人商丘子胥藝文志有桑丘公漢有吳人龍丘萇隱居不屈濟北蛇丘惑爲河內太守魏有幽豫二州刺史母丘儉吳有平原陶丘洪晉有雍丘洛以武力聞何氏姓苑云漢有司隷校尉水丘岑古有蔡丘欣喪馬淮陽東海北丘氏又有羌丘常丘崎丘獻丘陽丘逢丘厚丘泥丘等氏又虜複姓二氏後魏獻帝次弟丘敦氏後改爲丘氏丘林氏後改爲林氏去鳩切六,下平39左
1002,尤,溪尤平,去鳩,,蓲,,烏蓲草名,,下平39左
1002,尤,溪尤平,去鳩,,蚯,,蚯蚓蟲名禮記孟夏月蚯蚓出,,下平39左
1002,尤,溪尤平,去鳩,,邱,,地名,,下平39左
1002,尤,溪尤平,去鳩,,訄,,迫也,,下平39左
1003,尤,滂尤平,匹尤,,䬌,,風吹皃匹尤切七,,下平39左
1003,尤,滂尤平,匹尤,,秠,,一稃二米又芳鄙切,,下平39左
1003,尤,滂尤平,匹尤,,𡫺,,寐作聲,,下平39左
1003,尤,滂尤平,匹尤,,衃,,凝血,,下平39左
1003,尤,滂尤平,匹尤,,肧,,孕一月又普回普來二切,,下平39左
1003,尤,滂尤平,匹尤,,紑,,說文云白鮮衣皃又甫鳩切,,下平39左
1003,尤,滂尤平,匹尤,,醅,,醉飽又普裴切,,下平39左
1004,尤,見尤平,居求,,鳩,,鳥名又聚也居求切十,,下平39左
1004,尤,見尤平,居求,,𦫶,,秦𦫶藥名又居由切,,下平39左
1004,尤,見尤平,居求,,𠠳,,大力,,下平39左
1004,尤,見尤平,居求,,朻,,高木又居虯切,,下平39左
1004,尤,見尤平,居求,,䡂,,車軫長也,,下平39左
1004,尤,見尤平,居求,,㽱,,腹中急痛又古巧切,,下平39左
1004,尤,見尤平,居求,,𨷺,鬮,鬮取也又音糾,,下平39左
1004,尤,見尤平,居求,,丩,,相糾繚也,,下平39左
1004,尤,見尤平,居求,,龜,,又居危切,,下平39左
1004,尤,見尤平,居求,,勼,,說文聚也,,下平39左
1005,尤,幫尤平,甫鳩,,不,,弗也又姓晉書有汲郡人不準盜發六國時魏王冢得古文竹書今之汲冢記也甫鳩切又甫九甫救二切五,,下平39左
1005,尤,幫尤平,甫鳩,,哹,,吹氣,,下平39左
1005,尤,幫尤平,甫鳩,,紑,,詩傳云潔鮮貌,,下平39左
1005,尤,幫尤平,甫鳩,,䍍,,未燒瓦器,,下平39左
1005,尤,幫尤平,甫鳩,,鴀,,鴀鳩鳥也,,下平39左
1006,尤,生尤平,所鳩,,𢯱,,索也求也聚也所鳩切十七,,下平39左
1006,尤,生尤平,所鳩,,搜,,上同凡從叜者作叟同,索也求也聚也所鳩切十七,下平39左
1006,尤,生尤平,所鳩,,𩜯,餿,飯壞,,下平39左
1006,尤,生尤平,所鳩,,䬒,颼,颼飋風皃,,下平39左
1006,尤,生尤平,所鳩,,𣸈,溲,小便,,下平39左
1006,尤,生尤平,所鳩,,䤹,鎪,馬金耳飾,,下平39左
1006,尤,生尤平,所鳩,,廋,,匿也論語曰人焉廋哉,,下平39左
1006,尤,生尤平,所鳩,,蒐,,茅蒐草又春獵曰蒐,,下平39左
1006,尤,生尤平,所鳩,,𦺋,䕅,鷄腸草也,,下平39左
1006,尤,生尤平,所鳩,,獀,,獶獀南越人名犬,,下平39左
1006,尤,生尤平,所鳩,,䐹,,乾魚,,下平39左
1006,尤,生尤平,所鳩,,𨜛,鄋,北方國名,,下平39左
1006,尤,生尤平,所鳩,,䗏,螋,蛷螋蟲亦名蠷螋,,下平39左
1006,尤,生尤平,所鳩,,䮟,騪,𩢸騪蕃中大馬,,下平39左
1006,尤,生尤平,所鳩,,犙,,牛三歲也又息含切,,下平39左
1006,尤,生尤平,所鳩,,䤇,醙,白酒,,下平39左
1006,尤,生尤平,所鳩,,𧽏,,𧻖𧽏不進,,下平39左
1007,尤,初尤平,楚鳩,,搊,,手搊楚鳩切七,,下平39左
1007,尤,初尤平,楚鳩,,𢬆,,俗餘倣此,,下平39左
1007,尤,初尤平,楚鳩,,篘,,酒篘,,下平39左
1007,尤,初尤平,楚鳩,,醔,,上同,酒篘,下平39左
1007,尤,初尤平,楚鳩,,㮲,,板木不正,,下平39左
1007,尤,初尤平,楚鳩,,𥻤,,𥻤粉,,下平39左
1007,尤,初尤平,楚鳩,,謅,,謅䜉陰私小言,,下平39左
1008,尤,莊尤平,側鳩,,鄒,,縣名屬兗州又姓漢有鄒陽側鳩切十四,,下平39左
1008,尤,莊尤平,側鳩,,鄹,,上同,縣名屬兗州又姓漢有鄒陽側鳩切十四,下平40右
1008,尤,莊尤平,側鳩,,郰,,說文云孔子之鄉也論語作鄹,,下平40右
1008,尤,莊尤平,側鳩,,騶,,廏御亦騶虞仁獸又姓越王之後,,下平40右
1008,尤,莊尤平,側鳩,,齱,,齱齵齒偏,,下平40右
1008,尤,莊尤平,側鳩,,陬,,鄉名一曰隅也,,下平40右
1008,尤,莊尤平,側鳩,,緅,,青赤色也又子侯切,,下平40右
1008,尤,莊尤平,側鳩,,䑼,,艆䑼海船名,,下平40右
1008,尤,莊尤平,側鳩,,𨃘,,獸足也,,下平40右
1008,尤,莊尤平,側鳩,,菆,,草名又矢之善者說文曰麻蒸也一曰蓐也,,下平40右
1008,尤,莊尤平,側鳩,,棷,,薪之別名又叉茍切,,下平40右
1008,尤,莊尤平,側鳩,,箃,,竹柴別名,,下平40右
1008,尤,莊尤平,側鳩,,𠿈,,小兒聲,,下平40右
1008,尤,莊尤平,側鳩,,黀,,聚麻,,下平40右
1009,尤,崇尤平,士尤,,愁,,憂也悲也苦也士尤切二,,下平40右
1009,尤,崇尤平,士尤,,㵞,,腹中有水氣也,,下平40右
1010,尤,曉尤平,許尤,,休,,美也善也慶也息也又木名許尤切十三,,下平40右
1010,尤,曉尤平,許尤,,貅,,貔貅猛獸,,下平40右
1010,尤,曉尤平,許尤,,㹯,,上同,貔貅猛獸,下平40右
1010,尤,曉尤平,許尤,,鵂,,鵂鶹鳥也,,下平40右
1010,尤,曉尤平,許尤,,𩢮,,馬名,,下平40右
1010,尤,曉尤平,許尤,,㾋,,下病,,下平40右
1010,尤,曉尤平,許尤,,庥,,爾雅曰庇庥廕也郭璞曰今俗呼樹蔭爲庥,,下平40右
1010,尤,曉尤平,許尤,,脙,,瘠也俗作䏫又音求,,下平40右
1010,尤,曉尤平,許尤,,𦜵,,上同,瘠也俗作䏫又音求,下平40右
1010,尤,曉尤平,許尤,,髤,,周禮駹車有髤飾注謂髤漆赤多黑少也或作髹,,下平40右
1010,尤,曉尤平,許尤,,䰍,,上同,周禮駹車有髤飾注謂髤漆赤多黑少也或作髹,下平40右
1010,尤,曉尤平,許尤,,咻,,口病聲也,,下平40右
1010,尤,曉尤平,許尤,,㵻,,汗面或作膄,,下平40右
1011,尤,邪尤平,似由,,囚,,拘也繫也似由切六,,下平40右
1011,尤,邪尤平,似由,,泅,,人浮水上,,下平40右
1011,尤,邪尤平,似由,,汓,,古文,人浮水上,下平40右
1011,尤,邪尤平,似由,,苬,,苬芝瑞草一歲三華又音由,,下平40右
1011,尤,邪尤平,似由,,慒,,慮也又在冬切,,下平40右
1011,尤,邪尤平,似由,,鮂,,白鯈,,下平40右
1012,尤,澄尤平,直由,,儔,,儔侶也直由切二十七,,下平40右
1012,尤,澄尤平,直由,,檮,,剛木也,,下平40右
1012,尤,澄尤平,直由,,躊,,躊躇,,下平40右
1012,尤,澄尤平,直由,,幬,,說文作𢅂襌帳也,,下平40右
1012,尤,澄尤平,直由,,𢃖,,上同,說文作𢅂襌帳也,下平40右
1012,尤,澄尤平,直由,,裯,,襌被,,下平40右
1012,尤,澄尤平,直由,,𠷎,,咨也說文誰也又作𠾉,,下平40右
1012,尤,澄尤平,直由,,疇,,誰也等也壅也田疇也又疇昔說文作𤲮耕治之田也,,下平40右
1012,尤,澄尤平,直由,,紬,,大絲繒又音抽,,下平40右
1012,尤,澄尤平,直由,,綢,,綢繆猶纏綿也,,下平40右
1012,尤,澄尤平,直由,,稠,,穊也多也,,下平40右
1012,尤,澄尤平,直由,,燽,,著也,,下平40右
1012,尤,澄尤平,直由,,薵,,薵藸蔥名,,下平40右
1012,尤,澄尤平,直由,,鯈,,魚子又魚名也,,下平40右
1012,尤,澄尤平,直由,,籌,,籌筭,,下平40右
1012,尤,澄尤平,直由,,𪆇,,雉爾雅云南方曰𠷎字或從鳥,,下平40右
1012,尤,澄尤平,直由,,𪇘,,上同,雉爾雅云南方曰𠷎字或從鳥,下平40右
1012,尤,澄尤平,直由,,棸,,字統云姓也又側鳩切,,下平40右
1012,尤,澄尤平,直由,,椆,,木名不凋,,下平40右
1012,尤,澄尤平,直由,,怞,,朗也,,下平40右
1012,尤,澄尤平,直由,,𦡴,,𦡴腊脯也,,下平40右
1012,尤,澄尤平,直由,,懤,,愁毒皃,,下平40右
1012,尤,澄尤平,直由,,鮋,,魚名又音由,,下平40右
1012,尤,澄尤平,直由,,䬞,,風颸,,下平40右
1012,尤,澄尤平,直由,,菗,,荼菜,,下平40右
1012,尤,澄尤平,直由,,𨞪,,蜀江原地又上牛切,,下平40右
1012,尤,澄尤平,直由,,𥲅,,說文云籌箸也,,下平40左
1013,尤,知尤平,張流,,輈,,車轅也張流切十一,,下平40左
1013,尤,知尤平,張流,,盩,,盩厔縣在京兆府水曲曰盩山曲曰厔又云引擊也,,下平40左
1013,尤,知尤平,張流,,啁,,啁噍鳥聲,,下平40左
1013,尤,知尤平,張流,,譸,,譸張誑也爾雅亦作侜,,下平40左
1013,尤,知尤平,張流,,侜,,壅蔽也,,下平40左
1013,尤,知尤平,張流,,𩢸,,𩢸騪蕃中大馬,,下平40左
1013,尤,知尤平,張流,,調,,朝也詩云惄如調飢本又音條,,下平40左
1013,尤,知尤平,張流,,咮,,曲喙又張救切,,下平40左
1013,尤,知尤平,張流,,𧻖,,𧻖𧽏行不進也,,下平40左
1013,尤,知尤平,張流,,𥎻,,射鳥箭也,,下平40左
1013,尤,知尤平,張流,,矪,,上同,射鳥箭也,下平40左
1014,尤,羣尤平,巨鳩,,𧚍,,皮衣詩云取彼狐狸爲公子𧚍又姓本作仇避讎改作𧚍巨鳩切四十四,,下平40左
1014,尤,羣尤平,巨鳩,,裘,,上同,皮衣詩云取彼狐狸爲公子𧚍又姓本作仇避讎改作𧚍巨鳩切四十四,下平40左
1014,尤,羣尤平,巨鳩,,仇,,讎也又姓左傳宋大夫仇牧之後又漢複姓有章仇仇尼二氏隋有章仇大翼善天文,,下平40左
1014,尤,羣尤平,巨鳩,,叴,,漢書地理志叴猶縣屬臨淮郡又詩曰叴矛鋈錞傳云叴三隅矛又說文曰氣高也,,下平40左
1014,尤,羣尤平,巨鳩,,厹,,上同,漢書地理志叴猶縣屬臨淮郡又詩曰叴矛鋈錞傳云叴三隅矛又說文曰氣高也,下平40左
1014,尤,羣尤平,巨鳩,,求,,索也又姓三輔決錄云漢有求伸,,下平40左
1014,尤,羣尤平,巨鳩,,𡨃,,上同,索也又姓三輔決錄云漢有求伸,下平40左
1014,尤,羣尤平,巨鳩,,頄,,頰閒骨也又求龜切,,下平40左
1014,尤,羣尤平,巨鳩,,蛷,,蛷螋蟲,,下平40左
1014,尤,羣尤平,巨鳩,,𧒔,,上同說文云多足蟲也,蛷螋蟲,下平40左
1014,尤,羣尤平,巨鳩,,逑,,匹也,,下平40左
1014,尤,羣尤平,巨鳩,,球,,美玉說文曰玉磬也,,下平40左
1014,尤,羣尤平,巨鳩,,璆,,上同又渠幽切,美玉說文曰玉磬也,下平40左
1014,尤,羣尤平,巨鳩,,艽,,遠荒之地詩云至于艽野又獸蓐也,,下平40左
1014,尤,羣尤平,巨鳩,,鼽,,月令云人多鼽嚏說文云病寒鼻寒也,,下平40左
1014,尤,羣尤平,巨鳩,,莍,,椒也,,下平40左
1014,尤,羣尤平,巨鳩,,䣇,,地名,,下平40左
1014,尤,羣尤平,巨鳩,,賕,,財賄,,下平40左
1014,尤,羣尤平,巨鳩,,殏,,𣧩也,,下平40左
1014,尤,羣尤平,巨鳩,,梂,,說文曰櫟實也一曰鑿首,,下平40左
1014,尤,羣尤平,巨鳩,,朹,,爾雅曰朹檕梅郭璞云朹樹狀似梅子如指頭赤色似小㮈可食,,下平40左
1014,尤,羣尤平,巨鳩,,㭝,,荊㭝亭名,,下平40左
1014,尤,羣尤平,巨鳩,,俅,,戴也,,下平40左
1014,尤,羣尤平,巨鳩,,脙,,瘠也又音休,,下平40左
1014,尤,羣尤平,巨鳩,,𦜵,,上同,瘠也又音休,下平40左
1014,尤,羣尤平,巨鳩,,馗,,爾雅曰中馗菌今土菌可食又音逵,,下平40左
1014,尤,羣尤平,巨鳩,,䊵,,急引也,,下平40左
1014,尤,羣尤平,巨鳩,,絿,,上同,急引也,下平40左
1014,尤,羣尤平,巨鳩,,䜪,,䜱䜪亭名,,下平40左
1014,尤,羣尤平,巨鳩,,扏,,緩也,,下平40左
1014,尤,羣尤平,巨鳩,,銶,,鑿屬,,下平40左
1014,尤,羣尤平,巨鳩,,𩒮,,廣蒼云戴也,,下平40左
1014,尤,羣尤平,巨鳩,,𥭑,,籠也,,下平40左
1014,尤,羣尤平,巨鳩,,毬,,毛毬打者,,下平40左
1014,尤,羣尤平,巨鳩,,䟵,,䟵蹋也,,下平40左
1014,尤,羣尤平,巨鳩,,犰,,犰狳獸似魚蛇尾豕目見人則佯死,,下平40左
1014,尤,羣尤平,巨鳩,,𧻱,,違也,,下平40左
1014,尤,羣尤平,巨鳩,,訅,,安也謀也,,下平40左
1014,尤,羣尤平,巨鳩,,釚,,弩牙,,下平40左
1014,尤,羣尤平,巨鳩,,捄,,長麕皃詩曰有捄棘麕傳云捄長皃,,下平41右
1014,尤,羣尤平,巨鳩,,肍,,乾𠟼醬也,,下平41右
1014,尤,羣尤平,巨鳩,,𢛃,,怨仇也又其九切,,下平41右
1014,尤,羣尤平,巨鳩,,𦬖,,白荳,,下平41右
1014,尤,羣尤平,巨鳩,,訄,,迫也又去牛切,,下平41右
1015,尤,並尤平,縛謀,,浮,,汎也縛謀切二十四,,下平41右
1015,尤,並尤平,縛謀,,哹,,吹氣又拂謀切,,下平41右
1015,尤,並尤平,縛謀,,桴,,齊人云屋棟曰桴也,,下平41右
1015,尤,並尤平,縛謀,,枹,,鼓槌,,下平41右
1015,尤,並尤平,縛謀,,𥰛,,竹有文者,,下平41右
1015,尤,並尤平,縛謀,,罦,,覆車綱也,,下平41右
1015,尤,並尤平,縛謀,,䍖,,上同,覆車綱也,下平41右
1015,尤,並尤平,縛謀,,琈,,玉名,,下平41右
1015,尤,並尤平,縛謀,,粰,,粰𥹷,,下平41右
1015,尤,並尤平,縛謀,,䳕,,䳕鳩,,下平41右
1015,尤,並尤平,縛謀,,罘,,兔罟,,下平41右
1015,尤,並尤平,縛謀,,䱐,,魚名,,下平41右
1015,尤,並尤平,縛謀,,涪,,水名在巴西,,下平41右
1015,尤,並尤平,縛謀,,芣,,芣苢車前也江東謂之蝦蟆衣,,下平41右
1015,尤,並尤平,縛謀,,蜉,,蚍蜉大螘,,下平41右
1015,尤,並尤平,縛謀,,烰,,火氣爾雅曰烰烰烝也郭璞云氣出盛,,下平41右
1015,尤,並尤平,縛謀,,鉜,,鉜鏂大釘,,下平41右
1015,尤,並尤平,縛謀,,𡦄,,多也,,下平41右
